filename,auc
img0_8_8.png,0.0643155724058996
img1_4_4.png,0.06015716862021338
img2_4_4.png,0.016292921569451235
img3_8_8.png,0.05126185575876005
img4_4_0.png,0.0047077320952327705
img7_0_0.png,0.4317493396694772
img8_6_8.png,0.00339611025324473
img11_6_6.png,0.040515545024766376
img13_6_6.png,0.004216474117604411
img14_0_0.png,0.3828827427118086
img15_5_2.png,7.87728315081071e-05
img16_0_5.png,0.18170607008272785
img17_2_2.png,0.6254535083658992
img19_5_5.png,0.12716482411608532
img20_2_2.png,0.6112343129399234
img21_0_5.png,0.3219818561081775
img22_1_1.png,0.986825367808342
img26_1_1.png,0.9928346869349479
img35_7_2.png,0.003576753789209631
img36_5_5.png,0.09864627304949362
img37_3_3.png,0.07208506590693675
img45_3_3.png,0.1260160667741417
img48_6_8.png,0.05789770792528164
img49_7_7.png,0.029303009539027706
img56_7_8.png,0.012163510224936629
img60_4_5.png,0.0050683106489242055
img91_5_0.png,2.4079060905735088e-06
img96_8_2.png,0.00022672823628175335
img143_8_2.png,0.006427071385111817
img156_7_7.png,0.03429283719095402
img218_3_2.png,0.00474744310861695
img582_3_2.png,0.0004921907538033565
img807_2_1.png,0.0027645354717969898
img883_2_1.png,0.0015757849893998355
