filename,auc
img0_8_8.png,0.04078323852889229
img1_4_4.png,0.06477595191852573
img2_4_4.png,0.005339630462797136
img3_8_8.png,0.025119604556796692
img4_4_0.png,0.0023364748509355133
img7_0_0.png,0.4621919122105465
img8_6_8.png,0.0013598840731967438
img11_6_6.png,0.03657404120305258
img13_6_6.png,0.0029311030914669733
img14_0_0.png,0.3941000744584017
img15_5_2.png,7.758202203563935e-05
img16_0_5.png,0.3816240001167171
img17_2_2.png,0.562991401948966
img19_5_5.png,0.03068450961641028
img20_2_2.png,0.5476178851723672
img21_0_5.png,0.49951951787341387
img22_1_1.png,0.9777788022160531
img26_1_1.png,0.9907048219442368
img35_7_2.png,0.0010266900926757037
img36_5_5.png,0.02507256959354084
img37_3_3.png,0.08052940855088198
img45_3_3.png,0.1951807204289497
img48_6_8.png,0.00102274009338313
img49_7_7.png,0.019693943751823942
img56_7_8.png,0.0024960443336000866
img60_4_5.png,0.007064034602096813
img91_5_0.png,3.754372282612772e-06
img96_8_2.png,5.2042872335084126e-05
img143_8_2.png,0.0025657664587494453
img156_7_7.png,0.030563366006228672
img218_3_2.png,0.004090725040675238
img582_3_2.png,0.000725319250448706
img807_2_1.png,0.0018955173855647442
img883_2_1.png,0.0011944825112004764
